Row,Stable_ID,UCUM_CODE,Print_Symbol,Label,Description,Synonyms,Search_Tokens,Dimension_Category,Dimension_Code,Metric_Code,Metric_Comment,Customary_Code,Customary_Comment,UCUM_Status,Is_Common,Source
425,ucum_mg,mg,mg,mg (milligram),milligram,mg;milligram;milligrams,mg milligram milligrams,Mass,mass,metric,,,,c/s,true,ucum_v1.5_2020_06
426,ucum_mg_FEU_per_L,mg{FEU}/L,mg{FEU}/L,mg{FEU}/L (milligram fibrinogen equivalent unit per liter),milligram fibrinogen equivalent unit per liter,mg{FEU}/L;milligram fibrinogen equivalent unit per liter;milligram fibrinogen equivalents unit per liter;milligram fibrinogen equivalents unit per litre;milligram fibrinogens equivalent unit per litre;milligrams fibrinogens equivalents units per liters;milligram fibrinogen equivalent units per liter;milligrams fibrinogen equivalent unit per litre;milligram fibrinogen equivalent unit per litres;milligrams fibrinogen equivalent unit per liter;milligram fibrinogen equivalent units per litre;milligram fibrinogens equivalent unit per liter;milligrams fibrinogens equivalents units per litres;milligram fibrinogen equivalent unit per liters;milligram fibrinogen equivalent unit per litre,mg feu l milligram fibrinogen equivalent unit per liter equivalents litre fibrinogens milligrams units liters litres,Mass Concentration,mass_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
427,ucum_mg_per_10_x_h,mg/(10.h),mg/(10·h),mg/(10·h) (milligram per 10 hour),milligram per 10 hour,mg/(10.h);mg/(10·h);milligram per 10 hour;milligrams per 10 hours;milligrams per 10 hour;milligram per 10 hours,mg 10 h 10·h milligram per hour milligrams hours,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
428,ucum_mg_per_12_x_h,mg/(12.h),mg/(12·h),mg/(12·h) (milligram per 12 hour),milligram per 12 hour,mg/(12.h);mg/(12·h);milligram per 12 hour;milligrams per 12 hours;milligrams per 12 hour;milligram per 12 hours,mg 12 h 12·h milligram per hour milligrams hours,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
429,ucum_mg_per_2_x_h,mg/(2.h),mg/(2·h),mg/(2·h) (milligram per 2 hour),milligram per 2 hour,mg/(2.h);mg/(2·h);milligram per 2 hour;milligrams per 2 hour;milligram per 2 hours;milligrams per 2 hours,mg 2 h 2·h milligram per hour milligrams hours,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
430,ucum_mg_per_24_x_h,mg/(24.h),mg/(24·h),mg/(24·h) (milligram per 24 hour),milligram per 24 hour,mg/(24.h);mg/(24·h);milligram per 24 hour;milligram per 24 hours;milligrams per 24 hour;milligrams per 24 hours,mg 24 h 24·h milligram per hour hours milligrams,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,true,ucum_v1.5_2020_06
431,ucum_mg_per_6_x_h,mg/(6.h),mg/(6·h),mg/(6·h) (milligram per 6 hour),milligram per 6 hour,mg/(6.h);mg/(6·h);milligram per 6 hour;milligrams per 6 hour;milligram per 6 hours;milligrams per 6 hours,mg 6 h 6·h milligram per hour milligrams hours,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
432,ucum_mg_per_72_x_h,mg/(72.h),mg/(72·h),mg/(72·h) (milligram per 72 hour),milligram per 72 hour,mg/(72.h);mg/(72·h);milligram per 72 hour;milligrams per 72 hours;milligrams per 72 hour;milligram per 72 hours,mg 72 h 72·h milligram per hour milligrams hours,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
433,ucum_mg_per_8_x_h,mg/(8.h),mg/(8·h),mg/(8·h) (milligram per 8 hour),milligram per 8 hour,mg/(8.h);mg/(8·h);milligram per 8 hour;milligrams per 8 hour;milligram per 8 hours;milligrams per 8 hours,mg 8 h 8·h milligram per hour milligrams hours,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
434,ucum_mg_per_collection,mg/{collection},mg/{collection},mg/{collection} (milligram per collection),milligram per collection,mg/{collection};milligram per collection;milligrams per collections;milligram per collections;milligrams per collection,mg collection milligram per milligrams collections,Per Count / Per Event,per_count_per_event,metric,,,,c/s,false,ucum_v1.5_2020_06
435,ucum_mg_per_m3,mg/m3,mg/m³,mg/m³ (milligram per cubic meter),milligram per cubic meter,mg/m3;mg/m³;milligram per cubic meter;milligrams per cubic meters;milligrams per cubic metre;milligram per cubic metres;milligrams per cubic meter;milligrams per cubic metres;milligram per cubic metre;milligram per cubic meters,mg m3 m³ milligram per cubic meter milligrams meters metre metres,Mass Concentration,mass_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
436,ucum_mg_per_d,mg/d,mg/d,mg/d (milligram per day),milligram per day,mg/d;milligram per day;milligram per days;milligrams per day;milligrams per days,mg d milligram per day days milligrams,Mass Rate,mass_rate,mixed,non-prefixable: d,,,c/s,false,ucum_v1.5_2020_06
437,ucum_mg_per_d_per_1_x_73_m2,mg/d/{1.73_m2},mg/d/{1.73_m²},mg/d/{1.73_m²} (milligram per day per 1.73 square meter),milligram per day per 1.73 square meter,mg/d/{1.73_m2};mg/d/{1.73_m²};milligram per day per 1.73 square meter;milligram per days per 1.73 square meter;milligram per day per 1.73 square meters;milligram per day per 1.73 square metres;milligrams per days per 1.73 square metres;milligrams per day per 1.73 square meter;milligrams per days per 1.73 square meters;milligrams per day per 1.73 square metre;milligram per days per 1.73 square metre;milligram per day per 1.73 square metre,mg d 1 73 m2 m² milligram per day square meter days meters metres milligrams metre,Mass Rate,mass_rate,mixed,non-prefixable: d,,,c/s,false,ucum_v1.5_2020_06
438,ucum_mg_per_dL,mg/dL,mg/dL,mg/dL (milligram per deciliter),milligram per deciliter,mg/dL;milligram per deciliter;milligrams per deciliters;milligrams per deciliter;milligram per deciliters;milligrams per decilitre;milligram per decilitres;milligrams per decilitres;milligram per decilitre,mg dl milligram per deciliter milligrams deciliters decilitre decilitres,Mass Concentration,mass_concentration,metric,,,,c/s,true,ucum_v1.5_2020_06
439,ucum_mg_per_dL_RBCs,mg/dL{RBCs},mg/dL{RBCs},mg/dL{RBCs} (milligram per deciliter of red blood cells),milligram per deciliter of red blood cells,mg/dL{RBCs};milligram per deciliter of red blood cells;milligram per decilitre of red blood cells;milligram per decilitres of red blood cells;milligrams per deciliter of red blood cells;milligrams per deciliters of red blood cells;milligrams per decilitres of red blood cells;milligram per deciliters of red blood cells;milligrams per decilitre of red blood cells,mg dl rbcs milligram per deciliter of red blood cells decilitre decilitres milligrams deciliters,Mass Concentration,mass_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
440,ucum_mg_per_g,mg/g,mg/g,mg/g (milligram per gram),milligram per gram,mg/g;milligram per gram;milligrams per grams;milligram per grams;milligrams per gram,mg g milligram per gram milligrams grams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
441,ucum_mg_per_g_creat,mg/g{creat},mg/g{creat},mg/g{creat} (milligram per gram of creatinine),milligram per gram of creatinine,mg/g{creat};milligram per gram of creatinine;milligrams per gram of creatinine;milligram per gram of creatinines;milligrams per grams of creatinines;milligram per grams of creatinine,mg g creat milligram per gram of creatinine milligrams creatinines grams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
442,ucum_mg_per_g_dry_tissue,mg/g{dry_tissue},mg/g{dry_tissue},mg/g{dry_tissue} (milligram per gram of dry tissue),milligram per gram of dry tissue,mg/g{dry_tissue};milligram per gram of dry tissue;milligram per gram of dry tissues;milligram per grams of dry tissue;milligram per gram of dries tissue;milligrams per gram of dry tissue;milligrams per grams of dries tissues,mg g dry tissue milligram per gram of tissues grams dries milligrams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
443,ucum_mg_per_g_feces,mg/g{feces},mg/g{feces},mg/g{feces} (milligram per gram of feces),milligram per gram of feces,mg/g{feces};milligram per gram of feces;milligrams per gram of feces;milligrams per grams of feces;milligram per grams of feces,mg g feces milligram per gram of milligrams grams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
444,ucum_mg_per_g_tissue,mg/g{tissue},mg/g{tissue},mg/g{tissue} (milligram per gram of tissue),milligram per gram of tissue,mg/g{tissue};milligram per gram of tissue;milligram per grams of tissue;milligram per gram of tissues;milligrams per gram of tissue;milligrams per grams of tissues,mg g tissue milligram per gram of grams tissues milligrams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
445,ucum_mg_per_g_wet_tissue,mg/g{wet_tissue},mg/g{wet_tissue},mg/g{wet_tissue} (milligram per gram of wet tissue),milligram per gram of wet tissue,mg/g{wet_tissue};milligram per gram of wet tissue;milligrams per grams of wets tissues;milligram per gram of wet tissues;milligram per gram of wets tissue;milligram per grams of wet tissue;milligrams per gram of wet tissue,mg g wet tissue milligram per gram of milligrams grams wets tissues,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
446,ucum_mg_per_h,mg/h,mg/h,mg/h (milligram per hour),milligram per hour,mg/h;milligram per hour;milligrams per hours;milligram per hours;milligrams per hour,mg h milligram per hour milligrams hours,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
447,ucum_mg_per_kg,mg/kg,mg/kg,mg/kg (milligram per kilogram),milligram per kilogram,mg/kg;milligram per kilogram;milligrams per kilograms;milligrams per kilogram;milligram per kilograms,mg kg milligram per kilogram milligrams kilograms,Mass Concentration,mass_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
448,ucum_mg_per_kg_per_8_x_h,mg/kg/(8.h),mg/kg/(8·h),mg/kg/(8·h) (milligram per kilogram per 8 hour),milligram per kilogram per 8 hour,mg/kg/(8.h);mg/kg/(8·h);milligram per kilogram per 8 hour;milligram per kilograms per 8 hour;milligram per kilogram per 8 hours;milligrams per kilogram per 8 hour;milligrams per kilograms per 8 hours,mg kg 8 h 8·h milligram per kilogram hour kilograms hours milligrams,Mass Concentration,mass_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
449,ucum_mg_per_kg_per_d,mg/kg/d,mg/kg/d,mg/kg/d (milligram per kilogram per day),milligram per kilogram per day,mg/kg/d;milligram per kilogram per day;milligrams per kilogram per day;milligrams per kilograms per days;milligram per kilogram per days;milligram per kilograms per day,mg kg d milligram per kilogram day milligrams kilograms days,Mass Concentration,mass_concentration,mixed,non-prefixable: d,,,c/s,false,ucum_v1.5_2020_06
450,ucum_mg_per_kg_per_h,mg/kg/h,mg/kg/h,mg/kg/h (milligram per kilogram per hour),milligram per kilogram per hour,mg/kg/h;milligram per kilogram per hour;milligrams per kilograms per hours;milligram per kilogram per hours;milligrams per kilogram per hour;milligram per kilograms per hour,mg kg h milligram per kilogram hour milligrams kilograms hours,Mass Concentration,mass_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
451,ucum_mg_per_kg_per_min,mg/kg/min,mg/kg/min,mg/kg/min (milligram per kilogram per minute),milligram per kilogram per minute,mg/kg/min;milligram per kilogram per minute;milligrams per kilogram per minute;milligram per kilograms per minute;milligrams per kilograms per minutes;milligram per kilogram per minutes,mg kg min milligram per kilogram minute milligrams kilograms minutes,Mass Concentration,mass_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
452,ucum_mg_per_L,mg/L,mg/L,mg/L (milligram per liter),milligram per liter,mg/L;milligram per liter;milligrams per liter;milligrams per liters;milligram per litres;milligram per liters;milligrams per litres;milligrams per litre;milligram per litre,mg l milligram per liter milligrams liters litres litre,Mass Concentration,mass_concentration,metric,,,,c/s,true,ucum_v1.5_2020_06
453,ucum_mg_per_L_RBCs,mg/L{RBCs},mg/L{RBCs},mg/L{RBCs} (milligram per liter of red blood cells),milligram per liter of red blood cells,mg/L{RBCs};milligram per liter of red blood cells;milligrams per liter of red blood cells;milligram per litres of red blood cells;milligram per litre of red blood cells;milligrams per litre of red blood cells;milligram per liters of red blood cells;milligrams per litres of red blood cells;milligrams per liters of red blood cells,mg l rbcs milligram per liter of red blood cells milligrams litres litre liters,Mass Concentration,mass_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
454,ucum_mg_per_mg,mg/mg,mg/mg,mg/mg (milligram per milligram),milligram per milligram,mg/mg;milligram per milligram;milligrams per milligram;milligrams per milligrams;milligram per milligrams,mg milligram per milligrams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
455,ucum_mg_per_mg_creat,mg/mg{creat},mg/mg{creat},mg/mg{creat} (milligram per milligram of creatinine),milligram per milligram of creatinine,mg/mg{creat};milligram per milligram of creatinine;milligram per milligrams of creatinine;milligrams per milligrams of creatinines;milligrams per milligram of creatinine;milligram per milligram of creatinines,mg creat milligram per of creatinine milligrams creatinines,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
456,ucum_mg_per_mL,mg/mL,mg/mL,mg/mL (milligram per milliliter),milligram per milliliter,mg/mL;milligram per milliliter;milligram per milliliters;milligrams per millilitre;milligram per millilitre;milligrams per milliliters;milligram per millilitres;milligrams per milliliter;milligrams per millilitres,mg ml milligram per milliliter milliliters milligrams millilitre millilitres,Mass Concentration,mass_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
457,ucum_mg_per_mmol,mg/mmol,mg/mmol,mg/mmol (milligram per millimole),milligram per millimole,mg/mmol;milligram per millimole;milligrams per millimole;milligrams per millimoles;milligram per millimoles,mg mmol milligram per millimole milligrams millimoles,Mass Ratio,mass_ratio,metric,,,,c/s,false,ucum_v1.5_2020_06
